
Predictions were generated on 14-Feb-2025 at 21:58:30 using OpenFAST, compiled on Jan 03 2025 at 11:34:41 as a 64-bit application using single precision at commit v4.0.0
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn; SeaState; HydroDyn

Description from the FAST input file: IEA 15 MW offshore reference model on UMaine VolturnUS-S semi-submersible floating platform

Time	PtfmSurge	PtfmSway	PtfmHeave	PtfmRoll	PtfmPitch	PtfmYaw	RtAeroPwr	RtFldFxh	RtFldFyh	RtFldFzh	RtFldMxh	RtFldMyh	RtFldMzh	RtVAvgxh	RtFldCp	RtFldCt	RtArea	RtSpeed	RtTSR	B1Pitch	B2Pitch	B3Pitch	GenPwr	GenTq	Wave1Elev	Wave1Elv1	Wave1Elv2	Wave2Elev	Wave2Elv1	Wave2Elv2
(s)	(m)	(m)	(m)	(deg)	(deg)	(deg)	(W)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(m/s)	(-)	(-)	(m^2)	(rpm)	(-)	(deg)	(deg)	(deg)	(kW)	(kN-m)	(m)	(m)	(m)	INVALID	INVALID	INVALID
    0.0000	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.403E+05	 3.910E+02	 2.035E+03	 5.218E+05	 8.703E+05	-3.115E+04	 1.488E+01	 0.000E+00	 3.888E-02	 4.554E+04	 0.000E+00	 0.000E+00	 1.720E-31	 6.016E-16	-6.154E-16	 0.000E+00	 0.000E+00	-1.666E+00	-1.666E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.0100	 4.123E-06	 8.959E-10	 1.748E-05	-3.286E-09	-8.251E-06	-2.232E-09	 7.719E+00	 2.404E+05	 3.886E+02	 2.036E+03	 5.217E+05	 8.723E+05	-3.115E+04	 1.489E+01	 8.385E-08	 3.888E-02	 4.554E+04	 1.413E-04	 1.197E-04	 7.110E-23	 1.519E-15	 5.240E-16	 0.000E+00	 0.000E+00	-1.654E+00	-1.654E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.0200	 1.667E-05	 3.575E-09	 6.984E-05	-1.311E-08	-3.309E-05	-8.925E-09	 1.582E+01	 2.405E+05	 3.760E+02	 2.018E+03	 5.349E+05	 8.741E+05	-3.197E+04	 1.489E+01	 1.718E-07	 3.888E-02	 4.554E+04	 2.825E-04	 2.392E-04	 5.999E-02	 5.999E-02	 5.999E-02	 0.000E+00	 0.000E+00	-1.641E+00	-1.641E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.0300	 3.795E-05	 7.981E-09	 1.462E-04	-2.929E-08	-7.460E-05	-2.014E-08	 2.413E+01	 2.406E+05	 3.753E+02	 2.020E+03	 5.350E+05	 8.764E+05	-3.198E+04	 1.490E+01	 2.617E-07	 3.888E-02	 4.554E+04	 4.307E-04	 3.645E-04	 5.999E-02	 5.999E-02	 5.999E-02	 0.000E+00	 0.000E+00	-1.629E+00	-1.629E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.0400	 6.811E-05	 1.408E-08	 2.385E-04	-5.170E-08	-1.328E-04	-3.591E-08	 3.242E+01	 2.407E+05	 3.699E+02	 2.015E+03	 5.394E+05	 8.784E+05	-3.225E+04	 1.490E+01	 3.514E-07	 3.888E-02	 4.554E+04	 5.741E-04	 4.858E-04	 7.998E-02	 7.998E-02	 7.998E-02	 0.000E+00	 0.000E+00	-1.616E+00	-1.616E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.0500	 1.074E-04	 2.188E-08	 3.536E-04	-8.037E-08	-2.078E-04	-5.624E-08	 4.107E+01	 2.408E+05	 3.650E+02	 2.010E+03	 5.438E+05	 8.805E+05	-3.253E+04	 1.490E+01	 4.448E-07	 3.887E-02	 4.554E+04	 7.212E-04	 6.101E-04	 9.998E-02	 9.998E-02	 9.998E-02	 0.000E+00	 0.000E+00	-1.604E+00	-1.604E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.0600	 1.560E-04	 3.133E-08	 4.897E-04	-1.152E-07	-2.997E-04	-8.117E-08	 4.989E+01	 2.409E+05	 3.600E+02	 2.006E+03	 5.482E+05	 8.826E+05	-3.281E+04	 1.491E+01	 5.400E-07	 3.887E-02	 4.554E+04	 8.691E-04	 7.350E-04	 1.200E-01	 1.200E-01	 1.200E-01	 0.000E+00	 0.000E+00	-1.591E+00	-1.591E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.0700	 2.142E-04	 4.242E-08	 6.468E-04	-1.560E-07	-4.086E-04	-1.107E-07	 5.893E+01	 2.410E+05	 3.550E+02	 2.001E+03	 5.527E+05	 8.847E+05	-3.309E+04	 1.491E+01	 6.373E-07	 3.887E-02	 4.554E+04	 1.018E-03	 8.609E-04	 1.400E-01	 1.400E-01	 1.400E-01	 0.000E+00	 0.000E+00	-1.579E+00	-1.579E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.0800	 2.821E-04	 5.512E-08	 8.244E-04	-2.028E-07	-5.347E-04	-1.449E-07	 6.817E+01	 2.412E+05	 3.497E+02	 1.996E+03	 5.572E+05	 8.868E+05	-3.337E+04	 1.491E+01	 7.368E-07	 3.887E-02	 4.554E+04	 1.168E-03	 9.877E-04	 1.600E-01	 1.600E-01	 1.600E-01	 0.000E+00	 0.000E+00	-1.566E+00	-1.566E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.0900	 3.601E-04	 6.941E-08	 1.022E-03	-2.555E-07	-6.781E-04	-1.838E-07	 7.763E+01	 2.413E+05	 3.444E+02	 1.992E+03	 5.617E+05	 8.890E+05	-3.366E+04	 1.492E+01	 8.384E-07	 3.887E-02	 4.554E+04	 1.320E-03	 1.116E-03	 1.800E-01	 1.800E-01	 1.800E-01	 0.000E+00	 0.000E+00	-1.554E+00	-1.554E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.1000	 4.482E-04	 8.525E-08	 1.241E-03	-3.140E-07	-8.388E-04	-2.274E-07	 8.731E+01	 2.414E+05	 3.393E+02	 1.987E+03	 5.662E+05	 8.911E+05	-3.393E+04	 1.492E+01	 9.422E-07	 3.887E-02	 4.554E+04	 1.473E-03	 1.244E-03	 2.000E-01	 2.000E-01	 2.000E-01	 0.000E+00	 0.000E+00	-1.541E+00	-1.541E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.1100	 5.468E-04	 1.026E-07	 1.479E-03	-3.781E-07	-1.017E-03	-2.758E-07	 9.720E+01	 2.415E+05	 3.341E+02	 1.983E+03	 5.707E+05	 8.933E+05	-3.420E+04	 1.493E+01	 1.048E-06	 3.886E-02	 4.554E+04	 1.627E-03	 1.374E-03	 2.200E-01	 2.200E-01	 2.200E-01	 0.000E+00	 0.000E+00	-1.529E+00	-1.529E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.1200	 6.560E-04	 1.215E-07	 1.738E-03	-4.479E-07	-1.213E-03	-3.289E-07	 1.073E+02	 2.416E+05	 3.289E+02	 1.979E+03	 5.752E+05	 8.955E+05	-3.447E+04	 1.493E+01	 1.156E-06	 3.886E-02	 4.554E+04	 1.782E-03	 1.505E-03	 2.400E-01	 2.400E-01	 2.400E-01	 0.000E+00	 0.000E+00	-1.516E+00	-1.516E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.1300	 7.761E-04	 1.418E-07	 2.016E-03	-5.233E-07	-1.426E-03	-3.869E-07	 1.176E+02	 2.417E+05	 3.237E+02	 1.974E+03	 5.797E+05	 8.977E+05	-3.475E+04	 1.493E+01	 1.267E-06	 3.886E-02	 4.554E+04	 1.938E-03	 1.636E-03	 2.600E-01	 2.600E-01	 2.600E-01	 0.000E+00	 0.000E+00	-1.504E+00	-1.504E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.1400	 9.073E-04	 1.636E-07	 2.314E-03	-6.040E-07	-1.658E-03	-4.496E-07	 1.282E+02	 2.418E+05	 3.184E+02	 1.970E+03	 5.842E+05	 9.000E+05	-3.502E+04	 1.494E+01	 1.379E-06	 3.886E-02	 4.554E+04	 2.096E-03	 1.769E-03	 2.799E-01	 2.799E-01	 2.799E-01	 0.000E+00	 0.000E+00	-1.491E+00	-1.491E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.1500	 1.050E-03	 1.869E-07	 2.632E-03	-6.902E-07	-1.907E-03	-5.172E-07	 1.390E+02	 2.419E+05	 3.132E+02	 1.966E+03	 5.887E+05	 9.022E+05	-3.529E+04	 1.494E+01	 1.494E-06	 3.886E-02	 4.554E+04	 2.254E-03	 1.902E-03	 2.999E-01	 2.999E-01	 2.999E-01	 0.000E+00	 0.000E+00	-1.479E+00	-1.479E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.1600	 1.204E-03	 2.115E-07	 2.969E-03	-7.816E-07	-2.174E-03	-5.897E-07	 1.500E+02	 2.420E+05	 3.079E+02	 1.961E+03	 5.933E+05	 9.045E+05	-3.556E+04	 1.494E+01	 1.611E-06	 3.885E-02	 4.554E+04	 2.414E-03	 2.037E-03	 3.199E-01	 3.199E-01	 3.199E-01	 0.000E+00	 0.000E+00	-1.466E+00	-1.466E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.1700	 1.369E-03	 2.375E-07	 3.325E-03	-8.782E-07	-2.459E-03	-6.672E-07	 1.612E+02	 2.421E+05	 3.024E+02	 1.957E+03	 5.978E+05	 9.067E+05	-3.583E+04	 1.495E+01	 1.731E-06	 3.885E-02	 4.554E+04	 2.576E-03	 2.173E-03	 3.399E-01	 3.399E-01	 3.399E-01	 0.000E+00	 0.000E+00	-1.454E+00	-1.454E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.1800	 1.547E-03	 2.648E-07	 3.701E-03	-9.798E-07	-2.763E-03	-7.495E-07	 1.727E+02	 2.422E+05	 2.968E+02	 1.953E+03	 6.024E+05	 9.090E+05	-3.611E+04	 1.495E+01	 1.853E-06	 3.885E-02	 4.554E+04	 2.738E-03	 2.309E-03	 3.599E-01	 3.599E-01	 3.599E-01	 0.000E+00	 0.000E+00	-1.441E+00	-1.441E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.1900	 1.737E-03	 2.935E-07	 4.096E-03	-1.087E-06	-3.085E-03	-8.369E-07	 1.844E+02	 2.423E+05	 2.913E+02	 1.949E+03	 6.069E+05	 9.113E+05	-3.638E+04	 1.496E+01	 1.977E-06	 3.885E-02	 4.554E+04	 2.902E-03	 2.446E-03	 3.799E-01	 3.799E-01	 3.799E-01	 0.000E+00	 0.000E+00	-1.429E+00	-1.429E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.2000	 1.939E-03	 3.234E-07	 4.510E-03	-1.198E-06	-3.425E-03	-9.292E-07	 1.964E+02	 2.425E+05	 2.857E+02	 1.944E+03	 6.115E+05	 9.136E+05	-3.665E+04	 1.496E+01	 2.104E-06	 3.885E-02	 4.554E+04	 3.067E-03	 2.585E-03	 3.999E-01	 3.999E-01	 3.999E-01	 0.000E+00	 0.000E+00	-1.417E+00	-1.417E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.2100	 2.154E-03	 3.546E-07	 4.942E-03	-1.315E-06	-3.784E-03	-1.027E-06	 2.086E+02	 2.426E+05	 2.800E+02	 1.940E+03	 6.161E+05	 9.160E+05	-3.693E+04	 1.496E+01	 2.232E-06	 3.884E-02	 4.554E+04	 3.233E-03	 2.724E-03	 4.199E-01	 4.199E-01	 4.199E-01	 0.000E+00	 0.000E+00	-1.404E+00	-1.404E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.2200	 2.382E-03	 3.871E-07	 5.393E-03	-1.436E-06	-4.162E-03	-1.129E-06	 2.210E+02	 2.427E+05	 2.743E+02	 1.936E+03	 6.206E+05	 9.183E+05	-3.720E+04	 1.497E+01	 2.364E-06	 3.884E-02	 4.554E+04	 3.401E-03	 2.865E-03	 4.399E-01	 4.399E-01	 4.399E-01	 0.000E+00	 0.000E+00	-1.392E+00	-1.392E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.2300	 2.622E-03	 4.207E-07	 5.863E-03	-1.561E-06	-4.558E-03	-1.236E-06	 2.337E+02	 2.428E+05	 2.686E+02	 1.932E+03	 6.252E+05	 9.207E+05	-3.747E+04	 1.497E+01	 2.497E-06	 3.884E-02	 4.554E+04	 3.569E-03	 3.006E-03	 4.599E-01	 4.599E-01	 4.599E-01	 0.000E+00	 0.000E+00	-1.379E+00	-1.379E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.2400	 2.876E-03	 4.555E-07	 6.351E-03	-1.692E-06	-4.973E-03	-1.349E-06	 2.466E+02	 2.429E+05	 2.629E+02	 1.927E+03	 6.298E+05	 9.231E+05	-3.774E+04	 1.497E+01	 2.634E-06	 3.884E-02	 4.554E+04	 3.739E-03	 3.148E-03	 4.799E-01	 4.799E-01	 4.799E-01	 0.000E+00	 0.000E+00	-1.367E+00	-1.367E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.2500	 3.144E-03	 4.915E-07	 6.857E-03	-1.826E-06	-5.408E-03	-1.467E-06	 2.598E+02	 2.430E+05	 2.572E+02	 1.923E+03	 6.344E+05	 9.255E+05	-3.802E+04	 1.498E+01	 2.772E-06	 3.884E-02	 4.554E+04	 3.910E-03	 3.292E-03	 4.999E-01	 4.999E-01	 4.999E-01	 0.000E+00	 0.000E+00	-1.354E+00	-1.354E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.2600	 3.425E-03	 5.286E-07	 7.382E-03	-1.966E-06	-5.861E-03	-1.590E-06	 2.732E+02	 2.431E+05	 2.514E+02	 1.919E+03	 6.390E+05	 9.279E+05	-3.829E+04	 1.498E+01	 2.913E-06	 3.884E-02	 4.554E+04	 4.083E-03	 3.436E-03	 5.199E-01	 5.199E-01	 5.199E-01	 0.000E+00	 0.000E+00	-1.340E+00	-1.340E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.2700	 3.720E-03	 5.668E-07	 7.924E-03	-2.109E-06	-6.334E-03	-1.718E-06	 2.869E+02	 2.432E+05	 2.456E+02	 1.915E+03	 6.436E+05	 9.303E+05	-3.857E+04	 1.499E+01	 3.057E-06	 3.883E-02	 4.554E+04	 4.256E-03	 3.581E-03	 5.399E-01	 5.399E-01	 5.399E-01	 0.000E+00	 0.000E+00	-1.326E+00	-1.326E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.2800	 4.029E-03	 6.060E-07	 8.485E-03	-2.256E-06	-6.826E-03	-1.851E-06	 3.008E+02	 2.433E+05	 2.397E+02	 1.911E+03	 6.483E+05	 9.327E+05	-3.884E+04	 1.499E+01	 3.203E-06	 3.883E-02	 4.554E+04	 4.431E-03	 3.727E-03	 5.599E-01	 5.599E-01	 5.599E-01	 0.000E+00	 0.000E+00	-1.313E+00	-1.313E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.2900	 4.352E-03	 6.463E-07	 9.063E-03	-2.408E-06	-7.337E-03	-1.990E-06	 3.150E+02	 2.435E+05	 2.337E+02	 1.907E+03	 6.529E+05	 9.352E+05	-3.911E+04	 1.499E+01	 3.351E-06	 3.883E-02	 4.554E+04	 4.608E-03	 3.875E-03	 5.799E-01	 5.799E-01	 5.799E-01	 0.000E+00	 0.000E+00	-1.299E+00	-1.299E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.3000	 4.690E-03	 6.876E-07	 9.658E-03	-2.563E-06	-7.868E-03	-2.133E-06	 3.295E+02	 2.436E+05	 2.277E+02	 1.903E+03	 6.576E+05	 9.377E+05	-3.937E+04	 1.500E+01	 3.502E-06	 3.883E-02	 4.554E+04	 4.785E-03	 4.023E-03	 5.999E-01	 5.999E-01	 5.999E-01	 0.000E+00	 0.000E+00	-1.285E+00	-1.285E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.3100	 5.043E-03	 7.299E-07	 1.027E-02	-2.723E-06	-8.418E-03	-2.282E-06	 3.442E+02	 2.437E+05	 2.217E+02	 1.899E+03	 6.622E+05	 9.401E+05	-3.964E+04	 1.500E+01	 3.656E-06	 3.883E-02	 4.554E+04	 4.964E-03	 4.172E-03	 6.199E-01	 6.199E-01	 6.199E-01	 0.000E+00	 0.000E+00	-1.271E+00	-1.271E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.3200	 5.410E-03	 7.731E-07	 1.090E-02	-2.886E-06	-8.988E-03	-2.437E-06	 3.592E+02	 2.438E+05	 2.157E+02	 1.895E+03	 6.669E+05	 9.426E+05	-3.991E+04	 1.500E+01	 3.813E-06	 3.882E-02	 4.554E+04	 5.144E-03	 4.322E-03	 6.399E-01	 6.399E-01	 6.399E-01	 0.000E+00	 0.000E+00	-1.257E+00	-1.257E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.3300	 5.792E-03	 8.173E-07	 1.155E-02	-3.053E-06	-9.578E-03	-2.597E-06	 3.745E+02	 2.439E+05	 2.096E+02	 1.891E+03	 6.715E+05	 9.452E+05	-4.017E+04	 1.501E+01	 3.972E-06	 3.882E-02	 4.554E+04	 5.325E-03	 4.473E-03	 6.599E-01	 6.599E-01	 6.599E-01	 0.000E+00	 0.000E+00	-1.244E+00	-1.244E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.3400	 6.190E-03	 8.623E-07	 1.221E-02	-3.223E-06	-1.019E-02	-2.762E-06	 3.900E+02	 2.440E+05	 2.035E+02	 1.887E+03	 6.762E+05	 9.477E+05	-4.044E+04	 1.501E+01	 4.133E-06	 3.882E-02	 4.554E+04	 5.507E-03	 4.625E-03	 6.799E-01	 6.799E-01	 6.799E-01	 0.000E+00	 0.000E+00	-1.230E+00	-1.230E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.3500	 6.603E-03	 9.083E-07	 1.289E-02	-3.397E-06	-1.082E-02	-2.932E-06	 4.058E+02	 2.441E+05	 1.974E+02	 1.883E+03	 6.809E+05	 9.502E+05	-4.070E+04	 1.502E+01	 4.297E-06	 3.882E-02	 4.554E+04	 5.691E-03	 4.779E-03	 6.999E-01	 6.999E-01	 6.999E-01	 0.000E+00	 0.000E+00	-1.216E+00	-1.216E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.3600	 7.032E-03	 9.550E-07	 1.359E-02	-3.575E-06	-1.147E-02	-3.108E-06	 4.219E+02	 2.442E+05	 1.913E+02	 1.879E+03	 6.856E+05	 9.528E+05	-4.097E+04	 1.502E+01	 4.464E-06	 3.882E-02	 4.554E+04	 5.876E-03	 4.933E-03	 7.199E-01	 7.199E-01	 7.199E-01	 0.000E+00	 0.000E+00	-1.202E+00	-1.202E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.3700	 7.477E-03	 1.003E-06	 1.430E-02	-3.755E-06	-1.214E-02	-3.289E-06	 4.382E+02	 2.443E+05	 1.851E+02	 1.876E+03	 6.903E+05	 9.554E+05	-4.123E+04	 1.502E+01	 4.634E-06	 3.881E-02	 4.554E+04	 6.062E-03	 5.088E-03	 7.399E-01	 7.399E-01	 7.399E-01	 0.000E+00	 0.000E+00	-1.188E+00	-1.188E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.3800	 7.938E-03	 1.051E-06	 1.503E-02	-3.939E-06	-1.283E-02	-3.476E-06	 4.549E+02	 2.445E+05	 1.790E+02	 1.872E+03	 6.950E+05	 9.580E+05	-4.149E+04	 1.503E+01	 4.806E-06	 3.881E-02	 4.554E+04	 6.250E-03	 5.244E-03	 7.599E-01	 7.599E-01	 7.599E-01	 0.000E+00	 0.000E+00	-1.174E+00	-1.174E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.3900	 8.415E-03	 1.100E-06	 1.578E-02	-4.126E-06	-1.354E-02	-3.669E-06	 4.718E+02	 2.446E+05	 1.727E+02	 1.868E+03	 6.997E+05	 9.606E+05	-4.175E+04	 1.503E+01	 4.981E-06	 3.881E-02	 4.554E+04	 6.439E-03	 5.401E-03	 7.799E-01	 7.799E-01	 7.799E-01	 0.000E+00	 0.000E+00	-1.161E+00	-1.161E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.4000	 8.908E-03	 1.150E-06	 1.654E-02	-4.316E-06	-1.427E-02	-3.866E-06	 4.890E+02	 2.447E+05	 1.663E+02	 1.864E+03	 7.044E+05	 9.632E+05	-4.201E+04	 1.503E+01	 5.158E-06	 3.881E-02	 4.554E+04	 6.629E-03	 5.559E-03	 7.998E-01	 7.998E-01	 7.998E-01	 0.000E+00	 0.000E+00	-1.147E+00	-1.147E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.4100	 9.419E-03	 1.200E-06	 1.732E-02	-4.509E-06	-1.502E-02	-4.070E-06	 5.065E+02	 2.448E+05	 1.597E+02	 1.860E+03	 7.091E+05	 9.658E+05	-4.226E+04	 1.504E+01	 5.339E-06	 3.881E-02	 4.554E+04	 6.820E-03	 5.718E-03	 8.198E-01	 8.198E-01	 8.198E-01	 0.000E+00	 0.000E+00	-1.133E+00	-1.133E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.4200	 9.946E-03	 1.252E-06	 1.812E-02	-4.704E-06	-1.579E-02	-4.279E-06	 5.243E+02	 2.449E+05	 1.532E+02	 1.857E+03	 7.139E+05	 9.685E+05	-4.252E+04	 1.504E+01	 5.522E-06	 3.880E-02	 4.554E+04	 7.013E-03	 5.878E-03	 8.398E-01	 8.398E-01	 8.398E-01	 0.000E+00	 0.000E+00	-1.119E+00	-1.119E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.4300	 1.049E-02	 1.303E-06	 1.892E-02	-4.902E-06	-1.658E-02	-4.493E-06	 5.423E+02	 2.450E+05	 1.466E+02	 1.853E+03	 7.186E+05	 9.711E+05	-4.278E+04	 1.505E+01	 5.708E-06	 3.880E-02	 4.554E+04	 7.207E-03	 6.039E-03	 8.598E-01	 8.598E-01	 8.598E-01	 0.000E+00	 0.000E+00	-1.105E+00	-1.105E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.4400	 1.105E-02	 1.356E-06	 1.975E-02	-5.103E-06	-1.740E-02	-4.713E-06	 5.607E+02	 2.451E+05	 1.400E+02	 1.849E+03	 7.234E+05	 9.738E+05	-4.303E+04	 1.505E+01	 5.897E-06	 3.880E-02	 4.554E+04	 7.402E-03	 6.201E-03	 8.798E-01	 8.798E-01	 8.798E-01	 0.000E+00	 0.000E+00	-1.092E+00	-1.092E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.4500	 1.163E-02	 1.409E-06	 2.059E-02	-5.307E-06	-1.823E-02	-4.939E-06	 5.794E+02	 2.452E+05	 1.335E+02	 1.845E+03	 7.281E+05	 9.765E+05	-4.328E+04	 1.505E+01	 6.089E-06	 3.880E-02	 4.554E+04	 7.599E-03	 6.364E-03	 8.998E-01	 8.998E-01	 8.998E-01	 0.000E+00	 0.000E+00	-1.078E+00	-1.078E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.4600	 1.223E-02	 1.462E-06	 2.144E-02	-5.512E-06	-1.909E-02	-5.170E-06	 5.984E+02	 2.454E+05	 1.270E+02	 1.842E+03	 7.329E+05	 9.792E+05	-4.352E+04	 1.506E+01	 6.283E-06	 3.879E-02	 4.554E+04	 7.797E-03	 6.528E-03	 9.198E-01	 9.198E-01	 9.198E-01	 0.000E+00	 0.000E+00	-1.064E+00	-1.064E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.4700	 1.284E-02	 1.516E-06	 2.232E-02	-5.720E-06	-1.997E-02	-5.408E-06	 6.177E+02	 2.455E+05	 1.204E+02	 1.838E+03	 7.377E+05	 9.819E+05	-4.376E+04	 1.506E+01	 6.481E-06	 3.879E-02	 4.554E+04	 7.996E-03	 6.693E-03	 9.398E-01	 9.398E-01	 9.398E-01	 0.000E+00	 0.000E+00	-1.050E+00	-1.050E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.4800	 1.347E-02	 1.571E-06	 2.320E-02	-5.930E-06	-2.086E-02	-5.650E-06	 6.372E+02	 2.456E+05	 1.138E+02	 1.835E+03	 7.425E+05	 9.847E+05	-4.399E+04	 1.507E+01	 6.681E-06	 3.879E-02	 4.554E+04	 8.196E-03	 6.859E-03	 9.598E-01	 9.598E-01	 9.598E-01	 0.000E+00	 0.000E+00	-1.036E+00	-1.036E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.4900	 1.412E-02	 1.626E-06	 2.410E-02	-6.143E-06	-2.178E-02	-5.899E-06	 6.571E+02	 2.457E+05	 1.071E+02	 1.831E+03	 7.472E+05	 9.875E+05	-4.423E+04	 1.507E+01	 6.884E-06	 3.879E-02	 4.554E+04	 8.398E-03	 7.026E-03	 9.798E-01	 9.798E-01	 9.798E-01	 0.000E+00	 0.000E+00	-1.023E+00	-1.023E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.5000	 1.479E-02	 1.681E-06	 2.501E-02	-6.357E-06	-2.272E-02	-6.153E-06	 6.773E+02	 2.458E+05	 1.004E+02	 1.828E+03	 7.520E+05	 9.902E+05	-4.445E+04	 1.507E+01	 7.091E-06	 3.879E-02	 4.554E+04	 8.601E-03	 7.194E-03	 9.998E-01	 9.998E-01	 9.998E-01	 0.000E+00	 0.000E+00	-1.009E+00	-1.009E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.5100	 1.548E-02	 1.737E-06	 2.594E-02	-6.573E-06	-2.368E-02	-6.413E-06	 6.979E+02	 2.459E+05	 9.369E+01	 1.824E+03	 7.568E+05	 9.930E+05	-4.468E+04	 1.508E+01	 7.300E-06	 3.878E-02	 4.554E+04	 8.805E-03	 7.363E-03	 1.020E+00	 1.020E+00	 1.020E+00	 0.000E+00	 0.000E+00	-9.939E-01	-9.939E-01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.5200	 1.619E-02	 1.793E-06	 2.688E-02	-6.790E-06	-2.467E-02	-6.678E-06	 7.187E+02	 2.460E+05	 8.670E+01	 1.821E+03	 7.617E+05	 9.958E+05	-4.491E+04	 1.508E+01	 7.512E-06	 3.878E-02	 4.554E+04	 9.011E-03	 7.533E-03	 1.040E+00	 1.040E+00	 1.040E+00	 0.000E+00	 0.000E+00	-9.791E-01	-9.791E-01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.5300	 1.691E-02	 1.850E-06	 2.784E-02	-7.010E-06	-2.567E-02	-6.950E-06	 7.399E+02	 2.461E+05	 7.966E+01	 1.817E+03	 7.665E+05	 9.987E+05	-4.513E+04	 1.509E+01	 7.727E-06	 3.878E-02	 4.554E+04	 9.218E-03	 7.704E-03	 1.060E+00	 1.060E+00	 1.060E+00	 0.000E+00	 0.000E+00	-9.643E-01	-9.643E-01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
